0,6771,0,0,0,10.850693152579371,0
273.12047491269306,6456.521954895716,2918.3698425528455,0,-2.234634282942862,10.369115535310174,0
517.8166279465996,5717.4688438095955,5341.630757725803,0,-3.7038343550274844,9.389720902854998,0
774.2341964397517,4637.02171663684,7602.323021343793,0,-4.631800482559897,8.250458838007356,0
1108.2319274510437,2979.4038161881726,10133.574843305398,0,-5.205102853145412,6.955689403760886,0
1550.641857634033,614.9001874205273,12912.320199138352,0,-5.419283728227161,5.683420468249935,0
2058.572600914963,-2133.479929634874,15529.427921683911,0,-5.374945257475459,4.686943847146247,0
2650.213742835101,-5266.909383624778,18056.203410451555,0,-5.208380469184036,3.9061286641791146,0
3368.6940549213195,-8926.442850679696,20618.880668352354,0,-4.978887987704575,3.269917172551658,0
4260.2107264635215,-13245.301147701499,23283.178611658255,0,-4.715784215058513,2.742713402595836,0
5379.4696642569625,-18362.182470190633,26089.98516001082,0,-4.436773259458439,2.3028284940537045,0
6795.2669134007065,-24435.12277346416,29071.654298114252,0,-4.1532606266238545,1.9345823336370687,0
8595.700349037796,-31649.186177416734,32257.39921405577,0,-3.8727339949798134,1.6257580243879002,0
10894.30611826249,-40223.03504499609,35675.56049684706,0,-3.600091982533006,1.3665026520776382,0
13837.803524399527,-50415.931341193485,39354.800509833316,0,-3.3384649182530035,1.1487281394404598,0
17692.358809816757,-62771.36006898619,43398.42763772629,0,-3.085445429184042,.9627487944032685,0
22782.54394725738,-77824.71308754131,47865.60349864566,0,-2.8423732607826024,.8041337030177536,0
29505.198168176503,-96114.55345771727,52786.97800297225,0,-2.6117950549612488,.6700163577132391,0
38262.99426009004,-117997.435313059,58130.280273658616,0,-2.3976999460405533,.5585588937036565,0
49681.71929290447,-144179.76258016136,63939.38152206896,0,-2.199514877901889,.4658431896283265,0
55462.497759226535,-156661.68061085616,66530.47838354792,0,-2.120813897996982,.43168375609033827,0
